id,BT_Score_Bipartite,BT_Strength_Bipartite,BT_Total_Wins,theta_2PL,se_2PL,theta_1PL,se_1PL
2,-1.7545432333077289,0.17298623860091572,4.0,-1.478002046243343,0.36409681735009963,-1.4655391128705675,0.4407151174075109
20,-0.9867828736515368,0.37277402514008634,7.0,-0.6896182392533564,0.1807214802609614,-0.8856600396737417,0.4001524822913059
21,0.09610776265520099,1.100877691105123,14.0,-0.02784322989896192,0.16328313991683455,0.0350622092734013,0.3461491178036456
22,0.39167910408478823,1.4794628816254742,16.0,0.19386971171700187,0.30858121806507843,0.2958398939838304,0.37653063635506856
23,1.2002994442219028,3.321111261432162,21.0,0.6589231088194112,0.2384425263042911,0.9870495057016886,0.395008439659237
24,0.6962431438568252,2.0062015214817475,18.0,0.5595726227452865,0.28406597979368026,0.5747814039134828,0.36273148125602356
25,-0.5128063298910415,0.5988127525073104,10.0,-0.6595428936843544,0.18085502755877153,-0.5028567202118661,0.37768895415145776
26,1.2002994442219028,3.321111261432162,21.0,0.9062788545875622,0.34184071839763613,0.9870495057016864,0.3950084396592367
29,1.2002994442219028,3.321111261432162,21.0,0.7893960982803309,0.28502224205401955,0.9870495057016864,0.3950084396592367
33,0.27104554613415416,1.311334795254965,11.0,0.026584201821362986,0.23059511226367596,0.1838697401423198,0.41490333975418087
34,-0.8533617366680986,0.4259804879618963,8.0,-0.6306499881216961,0.20381418960642061,-0.7819195973726168,0.3795035313206921
36,0.09610776265520099,1.100877691105123,14.0,0.019484110998759963,0.15378500961648559,0.0350622092734007,0.34614911780364555
38,0.8558315025939318,2.3533303675630854,19.0,0.605490020894227,0.25942466737404796,0.7040915132396226,0.35962564821007786
41,-1.0461289914357448,0.3512949863786475,4.0,-0.8144628287709614,0.3497042395104845,-0.8517309171461944,0.49327496381007135
45,1.8381981877131282,6.285203295829569,24.0,1.3574546824841611,0.39465948218147695,1.4789306476109634,0.41813545124777657
46,-1.0419415732393122,0.3527690895862547,7.0,-0.7883211755385748,0.26197592641637985,-0.9337792889842921,0.40035243883551724
52,2.9105402742160837,18.366718951596216,27.0,1.7107349758006287,0.4649297823974754,2.095742888656415,0.4886509528184001
54,-0.6781729309234265,0.5075434627109395,9.0,-0.6631509856788997,0.17901244324080642,-0.6423483769432573,0.3707738556440143
56,-0.3546081598647803,0.7014482449410298,11.0,-0.41132824731253825,0.33302990368513785,-0.3576444837838573,0.38226583393437064
58,-0.5590582519338164,0.5717472522592524,7.0,-0.5595001504710736,0.2984481631391943,-0.5152977915620306,0.43000953681693677
59,-1.0419415732393122,0.3527690895862547,7.0,-0.8448585809538655,0.3005834261129944,-0.9337792889842934,0.40035243883551735
63,-0.3546081598647803,0.7014482449410298,11.0,-0.3087984422471201,0.3387916901829809,-0.35764448378385727,0.3822658339343704
64,-0.2014979330591675,0.8175052672933703,12.0,-0.056360247003313865,0.19899692762537247,-0.21503634688828244,0.37023929565928293
65,-0.5128063298910415,0.5988127525073104,10.0,-0.6170625019773359,0.2166111097437734,-0.5028567202118646,0.37768895415145765
67,2.9105402742160837,18.366718951596216,27.0,1.770610685529406,0.47821439644019614,2.095742888656414,0.4886509528183998
68,-0.5128063298910415,0.5988127525073104,10.0,-0.5986506230682577,0.23367059283424568,-0.5028567202118646,0.37768895415145765
