id,theta,se
1,0.12783701191910682,0.26589266902785497
2,-0.4212863106295174,0.32891854092775147
3,0.8429221065777213,0.31496822025074883
4,0.3355177036494142,0.3419630560868275
5,-0.041809025074357506,0.1653031143644806
6,0.7146646675033478,0.24387794636871765
7,0.8611712894332586,0.3239969333031305
8,-1.3675239079319692,0.1499519435933177
9,0.9416963699464748,0.35593025577999277
10,-0.004267500262074315,0.08573058803795344
11,-1.1216103727996372,0.3260217244538776
12,0.022908104883601618,0.12794813979360325
13,-0.7022971596462221,0.12693313511541648
14,0.48763092310833867,0.3163645679588957
15,-1.141350399771648,0.31932619244508736
16,1.440864356279387,0.4170272685212363
17,0.011917780660058636,0.10185999364518813
18,1.4520296786488331,0.41877321592579225
19,-0.674736563010352,0.05719665097458375
20,1.3514794520706488,0.4056453924651839
21,-1.3128582361700682,0.18962311284647831
22,0.15963596797619106,0.2884190407221842
23,1.5305503871537978,0.4326031347211728
24,1.3463383152620185,0.4051375160946061
25,1.3492909263514068,0.4054272872920852
26,1.562473586804155,0.4387782917664597
27,-0.2699708870035955,0.3319891992708844
28,-0.26707369767881933,0.33137510359105954
29,1.0235575920792057,0.37659401423614675
30,-0.48989532379907963,0.3036299111030781
31,-0.6670073927477939,0.08790509953105212
32,0.022473710752378074,0.12697003262504
33,-0.606996645455512,0.20778538751169714
34,-1.4576995418452507,0.24853722333331413
35,0.7895706034076106,0.28516295812825326
36,-0.17014015176733535,0.2941612228419182
37,0.0034369062429191683,0.08459922271056346
38,0.8985168090608014,0.34038546324008506
39,0.7082621321332422,0.241483476233834
40,-0.6748290862944577,0.056831115199740746
41,0.21674614931112585,0.3173028534526812
42,0.6650620463411194,0.236313579308455
43,1.2260034339907724,0.39670677991232495
44,-1.330280108568022,0.1685912012214504
45,-0.6618838796952926,0.10461977897752815
46,0.11042560924045963,0.2510638877067948
47,1.3892443362455897,0.4098662199054785
48,0.32175650844239684,0.34121647186847753
49,0.6468420955563768,0.2403329071924219
50,0.2166763738193798,0.317275253832491
51,-0.6899362766900372,0.09116243164107964
52,0.7704273123987225,0.273697276685492
53,-0.6852879050876015,0.07375241110108713
54,0.0008819528370806731,0.08252341909956848
55,0.8610072919820664,0.3239187614446563
56,-0.1665425626959126,0.2920734008750435
57,-1.0781065998609938,0.33634862193941006
58,-0.063002675610078,0.19799666066290875
59,0.6059560576179649,0.25834542750224765
60,-0.6815138882205937,0.058012073595857076
61,-0.6236042682911187,0.18443401829805606
62,0.9822555626389609,0.36748721338707524
63,0.9191693803393522,0.34826063511143784
64,-1.3356870127024274,0.16255476951470513
65,1.6503287671723839,0.45639766857640174
66,0.6859119864159443,0.23620335756113925
67,0.5000846878977935,0.31155416214131526
68,1.2872936410831886,0.4003271386398605
69,-0.16805308515875644,0.2929571696126258
70,0.19342100038719526,0.3070839396089619
71,-0.7903445157319301,0.2529622397865168
72,-0.7227604418999317,0.1690310037036611
73,-0.04983254067550365,0.17860824837521777
74,0.04302241016743429,0.16745440961976113
75,0.46383691147668704,0.32442912497625226
76,0.034866381306340184,0.15270887415413953
77,-0.041979458599210095,0.16559939672082935
78,-0.01523183850715551,0.10990785560867075
79,-0.12018083348390042,0.2593094854920204
80,0.004003306748923118,0.0853518062380083
81,-0.05509016205397239,0.186680006146226
82,0.8392255980481476,0.3130594955537281
83,0.41122484236534945,0.3369268812269769
84,1.963082173204224,0.5146160815911456
85,-0.19565206270216992,0.3073636385896499
86,0.3048830449706871,0.33958394735527975
87,0.004353172459261734,0.08586207451561564
88,-0.8828862285747034,0.31267153601979825
89,0.015441829442035385,0.11043094693813434
90,-1.522975201722552,0.30035659201068327
91,-0.6746824637463901,0.05741185472763623
92,2.0375993926780924,0.5271339253720261
93,0.08980375993446385,0.23065725047162047
94,-0.8244575618099804,0.7840479207576388
95,0.050338791613584795,0.17947722937928584
96,-1.3687745598411645,0.15061887947585345
97,0.2728712049655075,0.33425169965510915
98,-1.1948555706466317,0.2941160701633551
99,1.1293191774309062,0.3905358425187337
100,-0.07686976850699802,0.21579642597532972
101,1.069727021993574,0.3840903926170895
102,0.5502546698493078,0.28837820711436857
103,-0.16190236323406565,0.28929271056254113
104,0.4608225355004744,0.3253440290596986
105,-0.006453109349532741,0.08952962964781029
106,-1.011147818509632,0.3411435861166558
107,0.7569987156216785,0.26571137328493294
108,0.0015340809699832631,0.08282990009567803
109,-0.01802577617191251,0.11662996154198145
110,-0.8086039041011116,0.2683371162359239
111,1.0523004144137864,0.38155859830025723
112,-0.6789949580881097,0.049955529394455855
113,0.13001706900959742,0.26761452573893224
114,0.6552288591982722,0.23806761663829468
115,1.7493565890091471,0.4760121093798208
116,-0.66368164977071,0.09906087932553584
117,-0.7084296250378067,0.1411463775181987
118,0.7366185071972693,0.25423557374995565
119,-0.0625290027330685,0.19734501441098354
120,1.691990500029945,0.4647527736297684
121,0.22117402233492797,0.31901919165374637
122,0.5719212905285532,0.2768647107377748
123,-1.432605731959069,0.22251758437319621
124,1.5081741256102597,0.4284287163882367
125,1.2774908171879886,0.39968227648439714
126,-0.028515789231326978,0.14003897250472153
127,2.0355623285828752,0.5267954458990292
128,-0.7272489262526213,0.17663952729671792
129,0.8937379824996997,0.3384443966937792
130,0.5309326634906515,0.297974111868366
131,-0.2972931389650209,0.33650304942674586
132,-0.001308133137125289,0.08270434766362209
133,-1.2960978686240208,0.20943810259704368
134,-0.15159284708399318,0.2827467617227472
135,-0.5926003098609928,0.22510794970928333
136,-0.672332613674773,0.06720842925253653
137,-0.7279636152510122,0.17781093848756435
138,1.1534237494149064,0.3923986796550758
139,0.0006346987515133684,0.08244991571438387
140,1.1215150864035444,0.3898556549942165
141,-0.6585646229330868,0.1141658754795939
142,-0.0027613486042418712,0.08382801794835407
143,-1.2040281761563971,0.2886432974680423
144,1.311668923464713,0.4021016244489009
145,0.8413176789183112,0.3141430041540568
146,2.2770669598202864,0.5662599384796408
147,-0.0011172985383525865,0.08261441342758177
148,0.2649664049702622,0.33246901644035004
149,-0.20342334959789862,0.3108604349171421
150,0.0658793318766503,0.20199723581258566
151,0.857752853385991,0.32235628179294584
152,0.720485950286613,0.24633275653136052
153,-1.2801999075895385,0.22673969444767592
154,-0.3561983001620743,0.33862544061582683
155,0.3849682291319643,0.3404090506645523
156,-1.05991148028284,0.33895313742956457
157,-0.401706314205482,0.3332072065637773
158,0.0017612832954917211,0.08297428767218636
159,-0.04077146898611538,0.16348572297421818
160,0.06732328767282086,0.20391310262912501
161,-0.6760266337698025,0.05253302021013537
162,-0.6929724364065496,0.10113740001156234
163,-0.05030539845108323,0.1793538685108318
164,0.5781881184405662,0.2734410320968101
165,-1.3985363400353819,0.18152175694598327
166,-0.4427928995513598,0.32277757831748694
167,-1.5052259306126885,0.2882169055966963
168,0.09194296188107283,0.23293773948852786
169,0.42261683359213065,0.33484559482399845
170,1.2969891936027433,0.4010016602025343
171,0.3657087319455452,0.34179525496166313
172,-1.446067030159244,0.2369564817107135
173,1.0184361013375294,0.37559729179065515
174,1.512640360367993,0.42924966273142506
175,1.5658754654392644,0.4394480038610405
176,-0.4385391500587123,0.3241145756363589
177,0.0013155646460192502,0.08270920779629741
178,1.2360210882181482,0.3972525898781741
179,-0.012352207747006128,0.10290177928839775
180,0.0016386620580876865,0.0828939860752925
181,0.08985216197700438,0.23070930469064396
182,0.017377329707260435,0.11509866845434776
183,-0.20035322957692675,0.3095069282587227
184,-0.36522986052191975,0.33804427449336416
185,0.5271110500481851,0.2997788759552258
186,-0.4974168226123131,0.2997754694176756
187,-0.03705745162254757,0.15677973826848715
188,0.7028142047044921,0.23972933286226392
189,-0.7959680059061961,0.2579322452780988
190,1.3650397311340676,0.4070607798798311
191,0.08961871697965772,0.23045804872171632
192,-0.12809229055931112,0.2657523048392705
193,1.3300973833336946,0.4036335537774094
194,-0.33152703717071325,0.338984840786384
195,-1.317024353203969,0.184540435924085
196,0.6336231019340751,0.2451140968050096
